origin,destination,distance
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Scarborough (Cliffside / Cliffcrest / Scarborough Village West),2.688070729318778
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Scarborough (Birch Cliff / Cliffside West),3.8477611230382163
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Scarborough (Dorset Park / Wexford Heights / Scarborough Town Centre),3.533996061029459
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Scarborough (Wexford / Maryvale),3.735248120132749
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Scarborough (Agincourt),7.205553079038085
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Scarborough (Clarks Corners / Tam O'Shanter / Sullivan),6.5446855572056934
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Scarborough (Milliken / Agincourt North / Steeles East / L'Amoreaux East),9.88032083009591
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Scarborough (Steeles West / L'Amoreaux West),9.23092201994885
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Scarborough (Upper Rouge),12.45741795587221
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (Hillcrest Village),10.968140654090451
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (Fairview / Henry Farm / Oriole),8.763533213359846
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (Bayview Village),10.940625898226607
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (York Mills / Silver Hills),9.452152700724753
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Willowdale East (Newtonbrook),13.61258019197533
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Willowdale South,12.53760022679
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (York Mills West),10.989106993504203
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Willowdale West,15.52473261284619
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (York Heights / Victoria Village / Parkway East),5.978309074419054
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Don Mills North,7.825067629857935
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Don Mills South (Flemingdon Park),5.558445401321021
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (Armour Heights / Wilson Heights / Downsview North),14.959272246271036
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (Northwood Park / York University),18.851376198621672
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downsview East (CFB Toronto),16.526363015330187
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downsview West,19.90621948879091
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downsview Central,18.393365795121674
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (Jane and Finch),20.870498077481184
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (Sweeney Park / Wigmore Park),4.097221017118966
Scarborough (Kennedy Park / Ionview / East Birchmount Park),East York (Parkview Hill / Woodbine Gardens),4.4943721945272745
Scarborough (Kennedy Park / Ionview / East Birchmount Park),East York (Woodbine Heights),5.746842363069929
Scarborough (Kennedy Park / Ionview / East Birchmount Park),East Toronto (The Beaches),6.209626616894997
Scarborough (Kennedy Park / Ionview / East Birchmount Park),East York (Leaside),8.304908244420082
Scarborough (Kennedy Park / Ionview / East Birchmount Park),East York (Thorncliffe Park),7.143011458497886
Scarborough (Kennedy Park / Ionview / East Birchmount Park),East Toronto (The Danforth East),7.534823060906439
Scarborough (Kennedy Park / Ionview / East Birchmount Park),East Toronto (The Danforth West / Riverdale),9.083933058161508
Scarborough (Kennedy Park / Ionview / East Birchmount Park),East Toronto (India Bazaar / The Beaches West),7.9034137123828465
Scarborough (Kennedy Park / Ionview / East Birchmount Park),East Toronto (Studio District),10.256074500342368
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Central Toronto (Lawrence Park East),10.413441085304362
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Central Toronto (Davisville North),10.19155785783696
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Central Toronto (North Toronto West),11.588337107941916
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Central Toronto (Davisville),10.23478762067027
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Central Toronto (Moore Park / Summerhill East),10.719076155343208
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Central Toronto (Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park),12.154244717485147
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (Rosedale),10.21451905819557
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (St. James Town / Cabbagetown),10.856588840112089
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (Church and Wellesley),11.943170713824495
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (Regent Park / Port of Toronto),11.455541562118373
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (Ryerson),12.237906213138878
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (St. James Park),12.524012227832326
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (Berczy Park),12.962889426075739
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (Central Bay Street),12.766482484799603
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (Richmond / Adelaide / King),13.103164230433379
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (Harbourfront East / Union Station / Toronto Island),15.806037657088588
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (Toronto Dominion Centre / Design Exchange),13.251586298819326
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (Commerce Court / Victoria Hotel),13.074840537599497
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (Bedford Park / Lawrence Park West / Lawrence Manor East),12.364358420094169
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Central Toronto (Roselawn),12.67253245394182
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Central Toronto (Forest Hill North & West),12.462523056888463
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Central Toronto (The Annex / North Midtown / Yorkville),12.844816297570398
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (University of Toronto / Harbord),13.14475727027485
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (Kensington Market / Chinatown / Grange Park),13.665810020605916
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst Quay / South Niagara / YTZ),14.754988044848787
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto Stn A PO Boxes 25 The Esplanade (Enclave of M5E),13.29917747579371
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (Underground city),13.074840537599497
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (Lawrence Manor / Lawrence Heights),15.009475280518512
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (Glencairn),14.982727499044481
Scarborough (Kennedy Park / Ionview / East Birchmount Park),York (Cedarvale),14.066897012125365
Scarborough (Kennedy Park / Ionview / East Birchmount Park),York (Fairbank / Oakwood),15.688236560873635
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Downtown Toronto (Christie),14.326768185148737
Scarborough (Kennedy Park / Ionview / East Birchmount Park),West Toronto (Dufferin / Dovercourt Village),15.702634390204175
Scarborough (Kennedy Park / Ionview / East Birchmount Park),West Toronto (Rua Aþores / Trinity),15.35118237364157
Scarborough (Kennedy Park / Ionview / East Birchmount Park),West Toronto (Brockton / Parkdale Village / Exhibition Place),16.796587715244485
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (North Park / Maple Leaf Park / Upwood Park),18.009746189965234
Scarborough (Kennedy Park / Ionview / East Birchmount Park),York (Del Ray / Keelsdale / Mount Dennis / Silverthorne),18.280834114226494
Scarborough (Kennedy Park / Ionview / East Birchmount Park),York (Runnymede / The Junction North),18.712787871453283
Scarborough (Kennedy Park / Ionview / East Birchmount Park),West Toronto (High Park / The Junction South),17.786985900508583
Scarborough (Kennedy Park / Ionview / East Birchmount Park),West Toronto (Parkdale / Roncesvalles Village),17.718985965055875
Scarborough (Kennedy Park / Ionview / East Birchmount Park),West Toronto (Bloor West Village / Swansea),19.650818673222624
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Queen's Park Ontario Provincial Government,12.42413554926232
Scarborough (Kennedy Park / Ionview / East Birchmount Park),East Toronto Business Reply Mail Processing Centre 969 Eastern (Enclave of M4L),5.728478895692655
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Etobicoke (New Toronto / Mimico South / Humber Bay Shores),23.442315950370794
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Etobicoke (Alderwood / Long Branch),26.373377657665824
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Etobicoke (The Kingsway / Montgomery Road / Old Mill North),21.427894371346774
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Etobicoke (Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East),21.427636480768438
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Etobicoke (Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West),23.848652728450265
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Etobicoke (Islington Avenue),22.393872060478525
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Etobicoke (West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale),24.763258533544253
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Etobicoke (Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Woods),26.91216863366069
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (Humber Summit),23.740168941650648
Scarborough (Kennedy Park / Ionview / East Birchmount Park),North York (Humberlea / Emery),22.20439453680971
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Weston,20.5007379566772
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Etobicoke (Westmount),21.91860177095576
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Etobicoke (Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens),24.069533751273738
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Etobicoke (South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens),26.04915479933565
Scarborough (Kennedy Park / Ionview / East Birchmount Park),Etobicoke Northwest (Clairville / Humberwood / Woodbine Downs / West Humber / Kipling Heights / Rexdale / Elms / Tandridge / Old Rexdale),26.333683906732535
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Scarborough (Cliffside / Cliffcrest / Scarborough Village West),4.4880693564675225
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Scarborough (Birch Cliff / Cliffside West),2.4659810396241943
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Scarborough (Dorset Park / Wexford Heights / Scarborough Town Centre),5.557036620412081
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Scarborough (Wexford / Maryvale),4.469870816355651
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Scarborough (Agincourt),9.300840846063199
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Scarborough (Clarks Corners / Tam O'Shanter / Sullivan),7.827525714116089
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Scarborough (Milliken / Agincourt North / Steeles East / L'Amoreaux East),11.732664001274541
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Scarborough (Steeles West / L'Amoreaux West),10.382417875096172
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Scarborough (Upper Rouge),14.901326903835528
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (Hillcrest Village),11.547771143906301
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (Fairview / Henry Farm / Oriole),9.116219895917075
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (Bayview Village),10.818897983296731
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (York Mills / Silver Hills),8.78011755752143
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Willowdale East (Newtonbrook),13.42296513698856
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Willowdale South,11.88730068073638
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (York Mills West),10.04157839151566
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Willowdale West,14.871272882338245
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (York Heights / Victoria Village / Parkway East),5.967033481678737
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Don Mills North,7.023504756236623
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Don Mills South (Flemingdon Park),4.561782384913297
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (Armour Heights / Wilson Heights / Downsview North),13.870700273716936
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (Northwood Park / York University),17.864357057804487
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downsview East (CFB Toronto),15.153736190388
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downsview West,18.417267111554885
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downsview Central,16.89781283088764
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (Jane and Finch),19.653443719101592
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (Sweeney Park / Wigmore Park),2.990014154923133
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),East York (Parkview Hill / Woodbine Gardens),2.1214755399827854
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),East York (Woodbine Heights),3.1964215414995403
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),East Toronto (The Beaches),3.840089850050385
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),East York (Leaside),6.4379872288639355
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),East York (Thorncliffe Park),5.040407531127129
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),East Toronto (The Danforth East),5.053758476074343
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),East Toronto (The Danforth West / Riverdale),6.618309978732666
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),East Toronto (India Bazaar / The Beaches West),5.389654296319069
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),East Toronto (Studio District),7.707691081128646
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Central Toronto (Lawrence Park East),8.99842378373825
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Central Toronto (Davisville North),8.392202221399655
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Central Toronto (North Toronto West),9.824308993876144
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Central Toronto (Davisville),8.197310373983282
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Central Toronto (Moore Park / Summerhill East),8.48949224209394
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Central Toronto (Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park),9.935592433911465
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (Rosedale),7.849218914782102
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (St. James Town / Cabbagetown),8.365953463280917
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (Church and Wellesley),9.477868898906744
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (Regent Park / Port of Toronto),8.910270585807643
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (Ryerson),9.722907561820788
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (St. James Park),9.987999444079328
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (Berczy Park),10.4170589320766
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (Central Bay Street),10.26524295961754
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (Richmond / Adelaide / King),10.57512720522023
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (Harbourfront East / Union Station / Toronto Island),13.253964779876085
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (Toronto Dominion Centre / Design Exchange),10.715966704111313
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (Commerce Court / Victoria Hotel),10.544238637258191
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (Bedford Park / Lawrence Park West / Lawrence Manor East),10.978512565488462
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Central Toronto (Roselawn),10.867110066941835
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Central Toronto (Forest Hill North & West),10.410630580374235
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Central Toronto (The Annex / North Midtown / Yorkville),10.500907876746457
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (University of Toronto / Harbord),10.708178056187956
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (Kensington Market / Chinatown / Grange Park),11.181993681413362
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst Quay / South Niagara / YTZ),12.230066900005566
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto Stn A PO Boxes 25 The Esplanade (Enclave of M5E),10.75405113684003
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (Underground city),10.544238637258191
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (Lawrence Manor / Lawrence Heights),13.396158571568897
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (Glencairn),13.157539634965527
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),York (Cedarvale),11.991762715341599
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),York (Fairbank / Oakwood),13.625425108070745
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Downtown Toronto (Christie),11.989661379557898
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),West Toronto (Dufferin / Dovercourt Village),13.390130085289263
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),West Toronto (Rua Aþores / Trinity),12.885786854591949
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),West Toronto (Brockton / Parkdale Village / Exhibition Place),14.318433546716204
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (North Park / Maple Leaf Park / Upwood Park),16.284424868034435
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),York (Del Ray / Keelsdale / Mount Dennis / Silverthorne),16.324268890604863
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),York (Runnymede / The Junction North),16.577756967401925
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),West Toronto (High Park / The Junction South),15.498752427198582
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),West Toronto (Parkdale / Roncesvalles Village),15.323625107135928
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),West Toronto (Bloor West Village / Swansea),17.343717129737257
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Queen's Park Ontario Provincial Government,9.967080885882492
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),East Toronto Business Reply Mail Processing Centre 969 Eastern (Enclave of M4L),8.054891868270403
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Etobicoke (New Toronto / Mimico South / Humber Bay Shores),20.98247387160242
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Etobicoke (Alderwood / Long Branch),23.951782691383535
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Etobicoke (The Kingsway / Montgomery Road / Old Mill North),19.171461581929492
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Etobicoke (Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East),19.04514640951021
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Etobicoke (Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West),21.485865146464803
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Etobicoke (Islington Avenue),20.266820718680336
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Etobicoke (West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale),22.571030169656513
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Etobicoke (Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Woods),24.71763081732343
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (Humber Summit),22.50050126724562
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),North York (Humberlea / Emery),20.733767009794462
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Weston,18.71350896815599
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Etobicoke (Westmount),20.02822527248845
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Etobicoke (Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens),22.15898186916709
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Etobicoke (South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens),24.613690733252678
Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Etobicoke Northwest (Clairville / Humberwood / Woodbine Downs / West Humber / Kipling Heights / Rexdale / Elms / Tandridge / Old Rexdale),24.64342549138275
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Scarborough (Birch Cliff / Cliffside West),4.238763139719416
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Scarborough (Dorset Park / Wexford Heights / Scarborough Town Centre),5.151819694285969
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Scarborough (Wexford / Maryvale),6.259172832648668
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Scarborough (Agincourt),8.21714622899906
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Scarborough (Clarks Corners / Tam O'Shanter / Sullivan),8.560707348843222
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Scarborough (Milliken / Agincourt North / Steeles East / L'Amoreaux East),11.113588220974494
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Scarborough (Steeles West / L'Amoreaux West),11.21695805416745
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Scarborough (Upper Rouge),12.309205407699848
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),North York (Hillcrest Village),13.271265626504881
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),North York (Fairview / Henry Farm / Oriole),11.216412403516287
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),North York (Bayview Village),13.51855382589431
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),North York (York Mills / Silver Hills),12.132559013037973
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Willowdale East (Newtonbrook),16.188600817970972
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Willowdale South,15.207675087870435
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),North York (York Mills West),13.67714249344578
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Willowdale West,18.18847867257664
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),North York (York Heights / Victoria Village / Parkway East),8.601227410035076
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Don Mills North,10.513103346795074
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Don Mills South (Flemingdon Park),8.228802367589276
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),North York (Armour Heights / Wilson Heights / Downsview North),17.646012761114306
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),North York (Northwood Park / York University),21.538725309409777
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Downsview East (CFB Toronto),19.188734826762698
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Downsview West,22.551288938436834
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Downsview Central,21.03542919479922
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),North York (Jane and Finch),23.55331051491352
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),North York (Sweeney Park / Wigmore Park),6.725439508804833
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),East York (Parkview Hill / Woodbine Gardens),6.609544248408332
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),East York (Woodbine Heights),7.453682958656045
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),East Toronto (The Beaches),7.216145083288746
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),East York (Leaside),10.791704529972534
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),East York (Thorncliffe Park),9.491674468730466
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),East Toronto (The Danforth East),9.457271392278997
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),East Toronto (The Danforth West / Riverdale),11.022905782698981
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),East Toronto (India Bazaar / The Beaches West),9.158561111930396
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),East Toronto (Studio District),11.642926615591994
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Central Toronto (Lawrence Park East),13.055209820665446
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Central Toronto (Davisville North),12.718570266474298
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Central Toronto (North Toronto West),14.135232645243612
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Central Toronto (Davisville),12.639988705116478
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Central Toronto (Moore Park / Summerhill East),12.977009283542703
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Central Toronto (Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park),14.423074965460975
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Downtown Toronto (Rosedale),12.318277504998296
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Downtown Toronto (St. James Town / Cabbagetown),12.717888719318239
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Downtown Toronto (Church and Wellesley),13.86109287936577
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Downtown Toronto (Regent Park / Port of Toronto),13.070134816095386
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Downtown Toronto (Ryerson),14.00777917189391
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Downtown Toronto (St. James Park),14.192314808965191
Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Downtown Toronto (Berczy Park),14.55366278046254
